Author_name,#Followers,Author Following,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time
sagar_lutade,13,7,17-11-09 6:07,FALSE,Pune,@amazonIN I have placed an order for an item which was in stock on 6th April. Other day it shows out of stock and expected delivery is 18th May. But since I need that I can wait but strange thing you can’t even contact seller for availability or status update.,"[0, 260]",0,en,0,17-04-21 14:56
Jaga45811953,32,276,09-12-20 3:57,FALSE,,"@IqooInd @amazonIN Awesome technology in one mobile 
Monster is coming..
#IQOO7","[19, 79]",0,en,0,17-04-21 14:55
Jaga45811953,32,276,09-12-20 3:57,FALSE,,"@IqooInd @amazonIN Amazing mobile, I am get notified.😊
#iQOO7","[19, 61]",0,en,0,17-04-21 14:55
TheRKOjha,194,231,27-10-16 6:26,FALSE,"Noida, India",But till d time it hasn't delivered n whn i call again to https://t.co/MavqKY4vS1 (Mr. Jagdish on bhalf of leadership team)he has straight said tht u may take refund or find courier cont. n talk 2 them.@amazonIN @jagograhakjago @aajtak @PiyushGoyal @smritiirani @ZeeNews @ABPNews https://t.co/CdhYxMviWJ,"[0, 279]",0,en,0,17-04-21 14:53
sarla_r,4,73,27-10-20 18:26,FALSE,,"RT @amazonIN: What a spectacular session by @kunalb11 at #AmazonSmbhav on - Understanding Financial Habits To Unlock Consumption.
His insig…","[0, 140]",0,en,10,17-04-21 14:53
KushalP91486173,4,1,13-01-21 8:51,FALSE,,RT @Omkar_Raii: Announcement of $250 million #SmbhavVentureFund @AmazonIN for investing in #startups &amp; entrepreneurs focused on technology…,"[0, 143]",0,en,131,17-04-21 14:52
chivachiv,728,283,10-05-17 13:04,FALSE,"Maharashtra, India","RT @Marathi_Akshay_: It's really good see that @Flipkart added more languages in their mobile app.
Hi @amazonIN @amazon When you are going…","[0, 139]",0,en,17,17-04-21 14:51
vineetvs_nair,142,85,16-01-11 12:40,FALSE,"trivandrum,kerala,india","I just got my USB fan delivered from @amazonIN 🤩🤩🤩

But can you tell me how it works? 🤯

hawa nehi aa raha hai guys☹️. Pls help me

@amazon 
#Amazon #pathetic https://t.co/8KNjS733ub","[0, 158]",0,en,0,17-04-21 14:51
YSJ__fan,434,627,31-10-19 13:37,FALSE,no place,@Marathi_Akshay_ @ThalabatyFan @Flipkart @amazonIN @amazon marathi and hindi are soo close in literature right?,"[59, 111]",0,en,0,17-04-21 14:50
Raja76871252,0,25,18-07-20 9:30,FALSE,,"I am very excited 😍😍😍 @IqooInd 
@amazonIN #IQOO7series https://t.co/UYjFW6h03w","[0, 54]",0,en,0,17-04-21 14:49
Gouravboss6464,0,1,31-03-21 11:58,FALSE,,"RT @Gouravboss6464: @Arya17411888 @LumifordL @amazonIN @cyber @TechnicalGuruji look into this matter @amazon never
 Expected this","[0, 129]",0,en,1,17-04-21 14:48
errisheek,46,371,10-08-09 4:15,FALSE,India.,"@amazonIN Such a poor and drastic service with your prime members. I ordered a medical equipment on 14, u guys promisd deluvery on 17 by 9pm. At 7pm u notify that item delivered. Whereas it is not. On being queried u reply lamely MIS-SCANNING. Normal item, i can acceot but (1/2)","[0, 279]",0,en,0,17-04-21 14:47
proud__Maratha,156,233,28-07-19 13:16,FALSE,#शिवरायांचा_महाराष्ट्र,"RT @Marathi_Akshay_: It's really good see that @Flipkart added more languages in their mobile app.
Hi @amazonIN @amazon When you are going…","[0, 139]",0,en,17,17-04-21 14:46
OffersGuru_co,130,2924,26-02-21 11:28,FALSE,INDIA,"Industrial &amp; Scientific   Test, Measure &amp; Inspect Equipment on @amazonIN 😷
To BUY : https://t.co/krMS2YuJJp 

Generic Electronic Kitchen Digital Weighing Scale, Multipurpose (White, 10 Kg) 
   
 To BUY : https://t.co/07gMBqxqqI

#tools #Oxygen  #India #IPL #ElonMusk #ripvivek","[0, 284]",0,en,1,17-04-21 14:45
ShieldVoC,17697,98,08-06-19 15:40,FALSE,"Stockholm, Sweden","RT @TradingMonk_UJ: Hey @rodemics,
I'm unable to turn on rode wireless go mic. The lights are on when charging but device seems to be dead.…","[0, 140]",0,en,1,17-04-21 14:45
TheIndi27200059,0,8,24-02-20 11:30,FALSE,,@amazonpay ads in India tells that even if we dont want to pay for our frnds they dont allow us to leave because we have @amazonpay right? So do we need to uninstall it if we dont want to pay? @amazonIN #amazonpay,"[0, 213]",0,en,0,17-04-21 14:42
rahulnischal,315,879,16-04-09 15:25,FALSE,,RT @Puneethbs_Gowda: Why does @amazonIN @AmazonHelp hire non-Kannada speaking people in Karnataka in the first place. Are they not aware of…,"[0, 140]",0,en,2,17-04-21 14:41
Naren_Reddy23,100830,83145,17-05-09 10:08,FALSE,  Telugu Rashtram,"@Marathi_Akshay_ @Flipkart @amazonIN @amazon Where is malayalam,assamese,punjabi?","[45, 81]",2,in,0,17-04-21 14:41
Omkar_Marathi,28,101,12-03-21 17:43,FALSE,"कल्याण डोंबिवली, भारत","RT @Marathi_Akshay_: It's really good see that @Flipkart added more languages in their mobile app.
Hi @amazonIN @amazon When you are going…","[0, 139]",0,en,17,17-04-21 14:41
JrSachinTulsa,112,1200,18-09-18 13:08,FALSE,Hindustan,"RT @amazonIN: Elated to have @neeleshmisra, an Indian journalist, author, radio storyteller, scriptwriter &amp; lyricist, join us across all 4…","[0, 143]",0,en,34,17-04-21 14:40
Naren_Reddy23,100830,83145,17-05-09 10:08,FALSE,  Telugu Rashtram,"RT @Marathi_Akshay_: It's really good see that @Flipkart added more languages in their mobile app.
Hi @amazonIN @amazon When you are going…","[0, 139]",0,en,17,17-04-21 14:40
Simple_trader2,766,44,18-01-18 6:13,FALSE,"Meerut, India",@TradingMonk_UJ @rodemics @amazonIN @AmazonHelp AMBUJA CEM https://t.co/xrxv0cd9S0,"[48, 58]",0,pt,0,17-04-21 14:39
Simple_trader2,766,44,18-01-18 6:13,FALSE,"Meerut, India",@TradingMonk_UJ @rodemics @amazonIN @AmazonHelp DCM https://t.co/FxgWGFfZlV,"[48, 51]",0,und,0,17-04-21 14:38
GunnerSuv,21,678,01-05-17 10:51,FALSE,"Kolkata, India","RT @grbchk: @KKRiders @amazonIN @DineshKarthik @Eoin16 Way kkr is operated, 3more loss, we'll have shubman Gill as captain. Then episode 4,…","[0, 140]",0,en,1,17-04-21 14:38
RekhaPaliwal14,2,48,05-01-19 4:51,FALSE,,@Flipkart @flipkartsupport @aajtak @ABPNews @aajtak @ABPNews @amazonIN  Flipkart not trustworthy they don't deliver the product and makes customer fool. Trusted the Flipkart got pathetic service,"[0, 194]",0,en,0,17-04-21 14:38
AsthaJa60658517,3,1,10-09-20 16:55,FALSE,"Gurgaon, India",@amazonIN Seems like some fraud happening on your name. Received this letter saying I have won a lottery and need to call a helpline number. Please look into it urgently! https://t.co/dzpvnosHB7,"[0, 170]",0,en,0,17-04-21 14:37
DevenderSingh,27,75,06-05-09 17:00,FALSE,Delhi-NCR,"This is what people do when it’s needed the most. Coronil kit from #Patanjali  which I bought 1 month back in 545/- now Amazon selling 2055/- wow!!! #Coronil #COVID19India There license should be canceled

@PypAyurved @yogrishiramdev @amazonIN @KapilMishra_IND @PMOIndia @amazon @ https://t.co/AcvVpzlX4H","[0, 280]",0,en,0,17-04-21 14:37
vkash_kumar,8,198,22-06-11 7:34,FALSE,,"@flipkartsupport I am frustrated wid ur cstmr executive.. Calld 4 times was on hold for 20 min bt still issue nit resolved.. So pathetic
@amazonIN is much better. Going 2 cancel my all current order with u now","[17, 209]",0,en,0,17-04-21 14:37
sunitakatyal,19331,17046,30-12-10 3:19,FALSE,Delhi,"@IqooInd @amazonIN #iQOO7series My favorite feature of iQOO is its triple rear camera setup that includes a 48-megapixel primary sensor with an f/1.79 lens, a 13-megapixel secondary sensor with an ultra-wide-angle f/2.2 lens, &amp; a 13-megapixel portrait sensor with an f/2.46 lens!! https://t.co/WACugOwCOk","[0, 284]",0,en,0,17-04-21 14:36
_QueenOG_,85,635,12-08-15 10:59,FALSE,"England, United Kingdom","RT @PBLIndiaLive: Get ready for an exciting #contest coming your way. 🏸 

Participate and stand a chance to win Rs. 500 worth of @amazonIN…","[0, 139]",0,en,76,17-04-21 14:36
AmalenduPayra,0,6,13-04-21 19:08,FALSE,,@KKRiders @DineshKarthik @Eoin16 @amazonIN Do all of this thing except playing,"[43, 78]",1,en,0,17-04-21 14:35
TheRKOjha,194,231,27-10-16 6:26,FALSE,"Noida, India","@amazonIN @jagograhakjago 
I hav ordered puppy food (all details have in snap) n its showing delivrd on 15th apr. but actually it hasn't.
Ystrday i call to cc n aftr 45 minutes conversations they were agreed 2 make it delivrd today without fail and also send apology mail to me. https://t.co/3pSkQTMZgv","[0, 278]",0,en,0,17-04-21 14:35
minesh18373,0,13,15-10-20 14:45,FALSE,,"@amazonIN reminder -4 more than 15 days gone without any resolution of issues and refund .
Very pathetic services by AMAZON INDIA","[0, 129]",0,en,0,17-04-21 14:35
TradingMonk_UJ,6323,294,18-06-09 15:28,FALSE,India,"Hey @rodemics,
I'm unable to turn on rode wireless go mic. The lights are on when charging but device seems to be dead.

Please do the needful. 

Attached- invoice, 2 images of product.

Cc- @amazonIN @AmazonHelp https://t.co/yNisYXmO8p","[0, 212]",0,en,1,17-04-21 14:34
imparthkadam,21,49,27-12-19 4:57,FALSE,"Mumbai, India","Grooming products like trimmers etc. comes under ""essentials"" according to @amazonIN. But books for graduation students doesn't 🙂. https://t.co/VaAzSAzE3F","[0, 130]",0,en,0,17-04-21 14:33
SumitYa59395596,3,13,13-05-18 12:24,FALSE,,@amazonIN I placed an order on 12th April. The order was supposed to be delivered by 16 April. I did not rcvd the order. When i called customer support I was told that I would get a refund of delivery charges. Now they are declining. it's fucking customer service by Amazon.,"[0, 274]",1,en,0,17-04-21 14:32
1astknight,123,2847,15-05-16 10:07,FALSE,"Minneapolis, MN",ya'll involved in selling life-saving medicines in the black market now? @amazonIN @amazon @JeffBezos @AmitAgarwal https://t.co/AXWqKGouzV,"[0, 114]",0,en,0,17-04-21 14:32
KalpanaShinde17,4,21,22-03-20 17:12,FALSE,,"@amazonIN Hi, order no 407-7833877-4954745. I want to return this order. Board I received is broken. Order is delivered but on app it is saying to be delivered. Plz help. 7744039801. #patheticamazon","[0, 198]",0,en,0,17-04-21 14:31
vikrantroy13,9,5,18-12-15 10:02,FALSE,"Pune, India",@amazonIN I thought masks are part of essential services in this pandamic? https://t.co/bjogNMqSdC,"[0, 74]",0,en,0,17-04-21 14:30
deepak69748,36,823,01-08-10 4:21,FALSE,,"@amazonIN I have bought the Fansport Silicone Watch Strap Compatible with Tomtom Spark 3/Runner 2/3 , claims mentioned in the product description was wrong, strap not compatible with TOMTOM watch, trying to return but only replacement is possible return not possible. Kindly help","[0, 279]",0,en,0,17-04-21 14:29
Sidhu_Heartbeat,43,38,19-11-20 13:39,FALSE,India,"RT @Euro_Fashions: Micra Printed Brief has an Unique &amp; Vivid Print which is very Attractive and Great to Look at. 
Shop Entire Range @ http…","[0, 144]",0,en,9,17-04-21 14:26
Gouravboss6464,0,1,31-03-21 11:58,FALSE,,"@Arya17411888 @LumifordL @amazonIN @cyber @TechnicalGuruji look into this matter @amazon never
 Expected this","[25, 109]",0,en,1,17-04-21 14:26
muna51641718,23,55,24-10-19 9:08,FALSE,,@Arya17411888 @LumifordL @amazonIN,"[25, 34]",0,und,0,17-04-21 14:24
ankitr1987,114,71,20-04-12 13:13,FALSE,"Mumbai, Maharashtra",RT @amazonIN: So heartening to hear from Russell Grandinetti at #AmazonSmbhav on how the world is following India’s footprints to implement…,"[0, 140]",0,en,8,17-04-21 14:22
SrkianRaquib,164,32,12-08-19 18:51,FALSE,"Nanded-Waghala, India","RT @KKRiders: 2⃣ men. 1️⃣ team. SAME goal. 

A story of change, commitment, and looking at the big picture.  

KKR Films Episode 3, out tom…","[0, 140]",0,en,198,17-04-21 14:22
itsrawin,1,157,03-10-20 8:14,FALSE,"Tamil Nadu, India","Full charge in just 22mins is my favourite iqoo feature
@IqooInd @amazonIN #IQOO7series https://t.co/HZK1JdAi2C","[0, 87]",0,en,0,17-04-21 14:22
vallabh86,604,1322,07-08-09 11:52,FALSE,"India,Ahmedabad",@amazonIN @AmazonHelp https://t.co/sbopBtLfsp,"[0, 21]",0,und,0,17-04-21 14:21
Gouravboss6464,0,1,31-03-21 11:58,FALSE,,"RT @Madhav80411938: @Arya17411888 @LumifordL Never expected from @amazonIN , so many fake reviews omg full fraud is going on , kindly take…","[0, 139]",0,en,5,17-04-21 14:20
Gouravboss6464,0,1,31-03-21 11:58,FALSE,,"RT @Arya17411888: @Flipkart 
@amazonIN
@ConsumerCourt_ @consumerforum_ 
@ministryofhome1 
Have a look into this matter
for proofs please co…","[0, 140]",0,en,7,17-04-21 14:20
akhileshtalk,23,84,25-12-12 20:12,FALSE,new delhi,"@amazonIN Amazon india product delivery is the worst in Hyderabad, from the last 15-20days they are only changing the order but they are not delivering. Customer care is unable to provide correct reasons, now they are making excuses of covid. #ashamedAmazon","[0, 257]",0,en,0,17-04-21 14:18
SAMIRSA51616166,9,29,05-01-21 7:10,FALSE,,"RT @RedmiIndia: Grab your #RedmiSmartTv today at 12 noon.
 
#XLExperience with #DolbyVison, #DolbyAudio, and #Patchwall, and many more
 
Ge…","[0, 140]",0,en,23,17-04-21 14:18
rahulnischal,315,879,16-04-09 15:25,FALSE,,"RT @naveenahegde: @amazonIN 
How difficult for you guys to make sure delivery person speak language of the place.","[0, 113]",0,en,2,17-04-21 14:17
rahulnischal,315,879,16-04-09 15:25,FALSE,,"RT @naveenahegde: @amazonIN 
I have been ordering items from Amazon fresh. You have been sending people who doesn't speak Kannada. I had a…","[0, 139]",0,en,33,17-04-21 14:17
RajiM14809153,2,21,22-04-20 15:23,FALSE,,RT @YourStoryCo: Amazon said it has registered five #million merchants through Amazon Pay. It remains focused on helping more #SMBs in #Ind…,"[0, 140]",0,en,2,17-04-21 14:16
Neeraj_32,31,80,22-10-20 3:41,FALSE,,"@IqooInd  @amazonIN #IQO07Series
 I found the special thing about this phone is that it is great in appearance.  The camera is very good on this and its battery and the processor inside it is excellent and when you take it in hand it feels like it is VIP. https://t.co/ESfQAr9DY7","[0, 255]",0,en,0,17-04-21 14:15
herindedhia,516,608,03-10-09 10:12,FALSE,"Mumbai, India",@IqooInd @amazonIN #IQOO7series My favorite feature is the charge from 0 to 100% in mind boggling 22 minutes only! Thats just another level of charging. https://t.co/qRghFndiY2,"[0, 152]",0,en,0,17-04-21 14:15
ETNOWlive,639959,79,10-12-10 12:49,TRUE,India,"Changed definition so MSMEs can grow without losing benefits. Promoters should focus on growing their firms, says @SubramanianKri, CEA, Govt of India

#Amazon @amazonIN #AmazonSmbhav #JeffBezos https://t.co/x5ChlCKRvf","[0, 193]",5,en,0,17-04-21 14:15
san_r_h,5,40,21-09-19 5:41,FALSE,"Bengaluru, India",Snapdragon 870 with MEMC 🤩 @amazonIN @IqooInd #IQOO7series https://t.co/fbV6uDH05e,"[0, 58]",0,cs,0,17-04-21 14:15
GuarRajat,0,3,17-04-21 14:13,FALSE,,I ordered a watch on 5th April of rs.1339 on Amazon and this is received with empty box on Sunday now Customer care says that there is no refund or replacement possibility for the order. Such a worse service by @amazon @amazonIN @JeffBezos,"[0, 239]",1,en,0,17-04-21 14:15
ShieldVoC,17697,98,08-06-19 15:40,FALSE,"Stockholm, Sweden","RT @Madhur07525612: @amazonIN Can you please #help me ?
I have received my #OnePlus9R5G but the #performance is just dismal !
In fact I com…","[0, 140]",0,en,1,17-04-21 14:14
RaizadaSachin,5,44,28-09-15 4:46,FALSE,,"@amazonIN Wrong order delivered,
Instead of 2 detergent pack got 1 detergent 1salt.
App not allowed to return it. Order Details  as follows :
Order Number:  404-4965017-5273167 
Order Date:  13.04.2021
Expecting a quick resolution. https://t.co/kPGXLF2wU5","[0, 231]",0,en,0,17-04-21 14:14
Santosh66355050,1,14,25-05-20 12:31,FALSE,"Patna, India",@satyendracyber @DCP_CCC_Delhi @TheOfficialSBI @ICICIBank_Care @HDFCBank_Cares @KotakBankLtd @bankofbaroda @Paytm @PhonePe_ @NPCI_BHIM @Flipkart @amazonIN Kabhi v kam nhi karta hai ye,"[155, 183]",0,hi,0,17-04-21 14:14
AnuragPundhir2,13,37,13-06-20 12:10,FALSE,,"@amazonIN Hi I purchased a mi band 5 watch. Yesterday it was delivered with empty box, the product was missing can you please help me to refund money or replace product... Anurag kumar","[0, 184]",0,en,0,17-04-21 14:12
PoulamiDasBasa1,5,17,03-11-20 2:50,FALSE,,"@amazonIN ordered for a book and got a different old one and now for return n refund the amazon pickup person is declining the pickup as it's not matching. Naturally it will not match that why i am returning this.
&amp; Talked customer care &amp; uploaded wrong book photo still same.","[0, 284]",0,en,0,17-04-21 14:11
san_r_h,5,40,21-09-19 5:41,FALSE,"Bengaluru, India",300Hz touch sampling🤩 @amazonIN @IqooInd #IQOO7series https://t.co/ztQX3Uf9eO,"[0, 53]",0,und,0,17-04-21 14:11
Ningjoi1,1,8,24-01-20 9:16,FALSE,,"Waiting eagerly for 26April for #IQOO7series  
Hungry for its powerful processors. 😈.
Hoping for a decent price.@IqooInd &amp; @amazonIN https://t.co/TBMA2WWtVA","[0, 136]",0,en,0,17-04-21 14:11
Santosh66355050,1,14,25-05-20 12:31,FALSE,"Patna, India",@Ankita36254457 @DCP_CCC_Delhi @TheOfficialSBI @ICICIBank_Care @HDFCBank_Cares @KotakBankLtd @bankofbaroda @Paytm @PhonePe_ @NPCI_BHIM @Flipkart @amazonIN Mere sath v aisa hi hua,"[155, 178]",1,hi,0,17-04-21 14:10
Santosh66355050,1,14,25-05-20 12:31,FALSE,"Patna, India",@Raghav55119308 @DCP_CCC_Delhi @RahulCh35698494 @TheOfficialSBI @ICICIBank_Care @HDFCBank_Cares @KotakBankLtd @bankofbaroda @Paytm @PhonePe_ @NPCI_BHIM @Flipkart @amazonIN Ye uska ha ya pata nahi mujhe diya tha https://t.co/ysFJZXaMgT,"[172, 210]",0,hi,0,17-04-21 14:09
DealBeeOfficial,11630,122,09-12-14 7:33,FALSE,India,@NHAcharya @amazonIN Oh😢,"[21, 24]",0,und,0,17-04-21 14:08
Madhur07525612,5,57,03-03-21 13:03,FALSE,,"@amazonIN Can you please #help me ?
I have received my #OnePlus9R5G but the #performance is just dismal !
In fact I compared it with the #Oneplus7T and 9R is worse than even the 7T. 
I want to replace it with #Mi10TPro
Help me please !

#amazonhelp @OnePlus_IN @XiaomiIndia","[0, 273]",0,en,1,17-04-21 14:08
amol_djace,66,86,25-10-15 9:31,FALSE,,If you guys dont want to deliver the parcel on the date that is shown on your app and later on put it in undeliverable item due to lockdown as u guys messed up the delivery service so y do u accept such an order in the 1st place @amazonIN ha but paise dene wale ho toh phele lenge,"[0, 280]",1,en,0,17-04-21 14:07
NHAcharya,369,159,21-03-10 5:43,FALSE,Bombay,"@DealBeeOfficial Showing the same message. @amazonIN Masks are essentials, why aren’t you delivering them? https://t.co/ZUSdPH45RG","[17, 106]",0,en,0,17-04-21 14:07
giteshgourav,55,270,14-08-10 8:44,FALSE,,"@CrucialMemory @amazonIN Dear Twitter team of @CrucialMemory , thanks 4being prompt. I sent a mail wid the details and got the requisite reply promptly. Thanks for being quick and nice at the same time :) I have Macbook Mid-2012. Can you guide me the procedure of replacing its HDD with your SSD?Thanks :)","[25, 305]",0,en,0,17-04-21 14:07
VSwami,297,3460,15-12-12 10:01,FALSE,धोरां वाले देश,@PBLIndiaLive @amazonIN #RiseOfTheRacquet #PauseTheGif #PBL https://t.co/ieIyZDkiVv,"[24, 59]",0,und,0,17-04-21 14:07
Santosh66355050,1,14,25-05-20 12:31,FALSE,"Patna, India",@Raghav55119308 @DCP_CCC_Delhi @RahulCh35698494 @TheOfficialSBI @ICICIBank_Care @HDFCBank_Cares @KotakBankLtd @bankofbaroda @Paytm @PhonePe_ @NPCI_BHIM @Flipkart @amazonIN Mere sath fraud karne wala v up ka hi ha... kya aap us fraudulent ka number share kar sakte hai,"[172, 267]",0,hi,0,17-04-21 14:07
